term,estimate,std.error,statistic,p.value,model
OLS + control,59.34434988868462,15.232133853826978,3.8959971372477615,1.1118348368298431e-4,85
OLS + interaction,50.83109335376543,15.782959107487962,3.2206313789186383,0.0013630175736736234,85
OLS + quadradic,2.9882071058588755,1.1091805016237994,2.6940674682653096,0.007297846991290119,85
Matching (logit),10.305266231769274,4.800209486016935,2.146836770726076,0.03180627883131739,85
Matching (logit + quad),10.135201665472863,4.798343007429423,2.1122295029305356,0.03466676915477658,85
Matching (genetic),9.565475988413036,6.870851443134873,1.3921820414223252,0.16698672845940257,85
SVA,34.0975046789301,13.418105362000874,2.541156427008825,0.0113509049583474,85
RFA,11.201914507489317,7.010574167874898,1.597859781417152,0.11070845784220604,85
OLS,412.15781123503916,138.42952202561838,2.97738376326087,0.003048798168253721,86
OLS + control,69.85248971189793,22.39667653485762,3.1188774639478893,0.0019207647310219209,86
OLS + interaction,64.96953846398691,28.025858116644812,2.3181997922625928,0.020844284561721292,86
OLS + quadradic,5.264498696480645,1.1881966212237662,4.430662907506461,1.157009490845673e-5,86
Matching (logit),2.4117217120688212,5.859092937408063,0.41162032038626706,0.6806177351818156,86
Matching (logit + quad),2.4794013220716584,5.8545570531260225,0.42349938681488974,0.6719309458451224,86
Matching (genetic),2.479401322071429,8.339140546772741,0.2973209658914983,0.7667625778603225,86
SVA,-0.3801137892542571,12.62829782485596,-0.03010016033246292,0.9759992317367094,86
RFA,1.0309457296636935,4.883624618325723,0.21110257446796507,0.8328935867772451,86
OLS,599.2594560975652,139.87633885098907,4.284208902092864,2.201795083910285e-5,87
OLS + control,108.59777324143197,20.595126364802514,5.272984070009288,2.0059454773272381e-7,87
OLS + interaction,101.71686079078384,24.65937039712153,4.124876635238715,4.3494070526804077e-5,87
OLS + quadradic,4.4539243892284555,1.0745418465021954,4.144952012549989,3.99702514208184e-5,87
Matching (logit),7.953633381080858,4.7145701229150925,1.6870325764002005,0.09159708817185062,87
Matching (logit + quad),8.144621804070898,4.718158009038924,1.72622913189165,0.08430619904160512,87
Matching (genetic),8.038194577406774,6.744188893588063,1.1918697272920347,0.23625040615648168,87
SVA,30.21582712372413,8.198442784184802,3.6855568696548007,2.532440808694649e-4,87
RFA,4.785105981652901,3.240822528315874,1.4765097254922903,0.1404391434097703,87
OLS,830.6689605702512,142.52970111277352,5.828041131672636,1.0083655694885331e-8,88
OLS + control,90.25672670332237,20.301020462552415,4.445920680185085,1.0803327537842441e-5,88
OLS + interaction,50.86725238199194,27.734304882563382,1.8340914833590183,0.06723932140382635,88
OLS + quadradic,4.700927416236056,1.157376603419906,4.061709388582241,5.6611809138449504e-5,88
Matching (logit),26.091167441225846,14.777416828972036,1.7656108468208398,0.07746115900758319,88
Matching (logit + quad),26.1704492082279,14.776629803302464,1.7710702343222406,0.07654902306542889,88
Matching (genetic),26.17044920822743,21.079459749757582,1.2415142284910028,0.21683711121528815,88
SVA,22.38583406795401,7.975125529016349,2.8069569546593804,0.005197244132294553,88
RFA,8.869650189374873,2.859265352245811,3.102073119029755,0.002030765699999563,88
OLS,397.3737702589513,151.15785808720443,2.6288661091618706,0.008831722380873475,89
OLS + control,102.88624308527864,21.057323200620843,4.886007689820954,1.3902751745488231e-6,89
OLS + interaction,93.30458973006773,22.230187599636952,4.197202084412077,3.202829030337142e-5,89
OLS + quadradic,5.216348767438747,1.4153299329968563,3.685606193881249,2.533008305890212e-4,89
Matching (logit),25.864113435718604,12.145989784601468,2.1294364555212124,0.03321816700239631,89
Matching (logit + quad),25.632596869228664,12.148198900428996,2.109991536961375,0.034859084844264906,89
Matching (genetic),25.51971818113315,17.3704297261734,1.4691471992014438,0.1452415245049362,89
SVA,15.415346430595047,8.353901315180556,1.8452871118530647,0.06558926247567438,89
RFA,8.317044080619885,2.3830031121051523,3.490152420855457,5.256157803207774e-4,89
OLS,380.5828445960296,127.60887285544658,2.982416787170812,0.0029999913165101315,90
OLS + control,61.63969021382294,17.558997157005525,3.5104334070257828,4.880887774859115e-4,90
OLS + interaction,56.33807244316779,19.692777147007607,2.8608495400420746,0.0044033861031705845,90
OLS + quadradic,4.690197037549891,1.0847324586965914,4.323828424186371,1.8543445880138938e-5,90
Matching (logit),16.660776205631095,7.3652411152946895,2.2620815727313066,0.023692363885130355,90
Matching (logit + quad),16.50672520193884,7.368188580341639,2.2402691003293342,0.025073458000061884,90
Matching (genetic),16.506725201938465,10.495362915497926,1.572763641890257,0.11816744213701771,90
SVA,20.91573665129059,6.9014436851385215,3.030632083013336,0.002567382765322888,90
RFA,8.248893763016957,2.1035604120242404,3.9213961794798697,1.0037955365696649e-4,90
OLS,581.7846292332988,142.40183406498892,4.085513596459619,5.124828326023391e-5,91
OLS + control,91.17116246121202,22.468703021318014,4.057695825820921,5.754432300250143e-5,91
OLS + interaction,73.91772951848391,27.429806317554995,2.694795896942837,0.007282147040312,91
OLS + quadradic,4.878370063496273,1.0758464645993298,4.534448198714945,7.249520174487171e-6,91
Matching (logit),31.88867099646517,14.090633967861791,2.2631111608744865,0.023628837723830117,91
Matching (logit + quad),32.05035725954961,14.086194436301701,2.2753027728306976,0.022887773224833003,91
Matching (genetic),32.05035725955018,20.067154009504424,1.5971550945575115,0.11269699485148493,91
SVA,23.45652534976277,7.777778873702491,3.015838548595385,0.0026936102577126662,91
RFA,7.19822233751044,2.6821056812797694,2.6837951941087574,0.0075215297221773786,91
OLS,568.6270124574421,149.99395524290367,3.7909995208579867,1.684364670914046e-4,92
OLS + control,103.71709584281179,26.200512515071694,3.9585903437251133,8.639227410634108e-5,92
OLS + interaction,95.30045211960598,33.26289920762998,2.8650675193624004,0.004346111668083207,92
OLS + quadradic,4.511005410727794,1.2702822139717311,3.5511836355036785,4.200708264314554e-4,92
Matching (logit),28.788863910987736,14.919777576897376,1.9295772850907666,0.05365923555085374,92
Matching (logit + quad),28.53781772373561,14.925431822969776,1.9120262691372718,0.05587282474873561,92
Matching (genetic),28.53781772373518,21.300795031751193,1.3397536421150669,0.18324559941632212,92
SVA,23.36440665228978,8.273712291509558,2.823932695395538,0.004933947941869453,92
RFA,3.887805983047607,2.789059335326017,1.3939488248976803,0.16395471817368065,92
OLS,464.8638040322685,119.27695219702032,3.897348108496365,1.1055569063325484e-4,93
OLS + control,80.52533453336147,20.474949796069563,3.9328709147223098,9.586775216867478e-5,93
OLS + interaction,75.24049629188009,25.652258562505516,2.9330944138328214,0.0035112865826472757,93
OLS + quadradic,6.123693441139817,1.1222047308435614,5.456841584099041,7.666536965185733e-8,93
Matching (logit),12.4330332311391,5.806736657928621,2.1411395011624674,0.03226279004457699,93
Matching (logit + quad),12.4080934951405,5.8048549483341745,2.1375372176528313,0.03255432196529479,93
Matching (genetic),12.198246936112616,8.286203027421083,1.4721153821292596,0.14362953481787302,93
SVA,14.241833243536089,6.4589945601583585,2.20496133119315,0.027913143708707018,93
RFA,4.516358829993172,3.6532429576142498,1.2362601892053138,0.21694462067352574,93
OLS,653.3662774051825,144.59359399258915,4.5186391690261845,7.782324676010215e-6,94
OLS + control,114.05278635321434,21.52623220347404,5.298316271753669,1.7596240205332628e-7,94
OLS + interaction,90.99645112531857,26.9220338732406,3.3799991320776592,7.820099984823577e-4,94
OLS + quadradic,5.566921159582919,1.1613729025720874,4.793396804121987,2.1705882095500047e-6,94
Matching (logit),76.08689895055845,23.872615293430993,3.1872041674250586,0.001436553306186403,94
Matching (logit + quad),76.23415158583478,23.86814584194074,3.1939704110520934,0.0014033049978168038,94
Matching (genetic),76.07619572493961,34.09110005920844,2.2315559073427567,0.027854355761591856,94
SVA,15.254896467712337,7.716852719008315,1.9768287698605613,0.04861217201151621,94
RFA,8.0906739361289155,1.7541839120447893,4.612215333053594,5.072013292202873e-6,94
OLS,632.0484127919843,136.36431940436924,4.634998477261002,4.56485655456954e-6,95
OLS + control,72.57758357965666,19.02003941327835,3.8158482221119105,1.5282450588736864e-4,95
OLS + interaction,40.69527718718951,23.22437635385114,1.7522656611806624,0.08034604577288848,95
OLS + quadradic,4.619023559894321,1.111536116428276,4.155531693146178,3.822428595759712e-5,95
Matching (logit),36.74532058426316,19.513690989250254,1.8830533190520187,0.05969314252445182,95
Matching (logit + quad),37.0166684072453,19.508809134866524,1.897433520997875,0.05777074499743758,95
Matching (genetic),37.01666840724565,27.7746771075481,1.3327488295871468,0.18469040180587765,95
SVA,19.07642294796817,7.046483815788054,2.7072258230731108,0.007017939820954394,95
RFA,7.736631778455091,3.4127825598559114,2.266957136226614,0.02382079772355037,95
OLS,585.3501742336078,142.80245836090236,4.099020289652589,4.8439903302221964e-5,96
OLS + control,90.11423462130031,19.19686777544993,4.694215518666208,3.466095170082769e-6,96
OLS + interaction,68.73241989793144,22.562270560897613,3.0463432176480825,0.002439787336027429,96
OLS + quadradic,4.679873974899904,1.2996160756340096,3.6009665182210493,3.48945012069987e-4,96
Matching (logit),30.40188481150211,19.482612976843345,1.5604623901135437,0.11865065106346379,96
Matching (logit + quad),30.500087082077854,19.484243344060655,1.5653719030036206,0.1174957325135509,96
Matching (genetic),30.500087082077115,27.818327986392458,1.096402598207788,0.27504461995933993,96
SVA,21.6567169239518,8.885216842390037,2.437387551492368,0.01514276511381286,96
RFA,9.120092122031302,3.6646568489581957,2.4886619669789822,0.013148110974593372,96
OLS,645.2570791102246,146.64282992894059,4.400195218701794,1.3238588355236803e-5,97
OLS + control,143.1521697230174,29.244990858309833,4.894929542518265,1.3314383439899316e-6,97
OLS + interaction,145.71489525134223,34.14588074987433,4.267422366953546,2.3694567021736507e-5,97
OLS + quadradic,6.246591203208527,1.1731484720110903,5.3246382297205725,1.5360636691882562e-7,97
Matching (logit),28.41376777272971,19.84364988908379,1.431882135169117,0.1521775557649961,97
Matching (logit + quad),28.361266638031196,19.843989507159854,1.4292119348177565,0.15294332842341873,97
Matching (genetic),28.361266638030717,28.30427088918959,1.0020136801638264,0.31811647583069436,97
SVA,31.84025838716541,7.7624920479428425,4.101808825118665,4.7878615369969565e-5,97
RFA,4.926531680386485,1.752545391885705,2.8110722285404726,0.00513227192141536,97
OLS,672.2462041078644,142.11133493862,4.73041931805241,2.9224415333355576e-6,98
OLS + control,118.73587898157,24.170465534696234,4.912436577240391,1.2228885037150816e-6,98
OLS + interaction,111.63841298125223,30.857123220499247,3.6179138341414703,3.2742906231958624e-4,98
OLS + quadradic,5.644414530887287,1.2263178305417524,4.602733802209942,5.303634878767443e-6,98
Matching (logit),12.04632198211371,8.986671332728493,1.3404653999353795,0.1800940858801608,98
Matching (logit + quad),11.73652452825829,8.988981140492559,1.305656819702169,0.19166928840237887,98
Matching (genetic),11.73652452825753,12.82169024133805,0.9153648471726552,0.36188286373566947,98
SVA,2.4971287199651195,8.917954564004612,0.28001137503483564,0.7795850476931702,98
RFA,4.714465353648439,4.212519741135785,1.1191556700876892,0.26361324078643306,98
OLS,610.2304023312977,153.8151097628422,3.9672981625288526,8.336791919140684e-5,99
OLS + control,117.94493884770748,27.484012518441954,4.2914017292258775,2.1348988675256924e-5,99
OLS + interaction,97.78289300064587,36.9182047802303,2.6486361832254808,0.008339327161738174,99
OLS + quadradic,4.870683283566673,1.1470299140919722,4.246343729773143,2.594953378818472e-5,99
Matching (logit),31.619599514099,16.370501402228427,1.9314985373505296,0.053421430024264055,99
Matching (logit + quad),31.761739895523416,16.365525705490967,1.9407711348292775,0.052286043678712237,99
Matching (genetic),31.467650184977963,23.417739476776298,1.3437526801502286,0.18260448605667728,99
SVA,14.934415093916204,7.350400125885223,2.031782602054963,0.042706007121489864,99
RFA,3.3899787444404814,1.7136591003108865,1.9782106860258744,0.04845562330156985,99
OLS,585.5025884636754,141.20335476109332,4.146520381575259,3.9681399710626273e-005,100
OLS + control,106.96028766585913,22.86183728308248,4.678551699123877,3.7295171371342486e-6,100
OLS + interaction,92.45802319173167,28.37456975211117,3.25848194349634,0.0011969220623814553,100
OLS + quadradic,6.484226902780748,1.2668713959488727,5.118299239777321,4.41697187213247e-7,100
Matching (logit),21.589022527518935,15.162484014716503,1.4238447016046263,0.15449143235739837,100
Matching (logit + quad),21.998407243553057,15.157639477530559,1.4513082512724453,0.14669404469825537,100
Matching (genetic),21.971835014090523,21.65306247565416,1.01472182231935,0.3126631198422125,100
SVA,14.031301699127313,7.2791550216783385,1.9276003406082356,0.054473237345565584,100
RFA,7.393422918173129,2.311995122169113,3.197854029742339,0.0014726319535705414,100
OLS,685.7417143772816,171.8443785246644,3.9904809238718206,7.585237130397305e-5,101
OLS + control,106.21008390561325,28.396910264032876,3.740198596188031,2.0529509433508586e-4,101
OLS + interaction,60.8752600493058,38.905314031751836,1.5647029606193028,0.1182903296071766,101
OLS + quadradic,3.755358930714022,1.3283604122804016,2.8270632698750653,0.004887504550922898,101
Matching (logit),57.578624481640325,34.29744863770975,1.6788019741600582,0.09319064374545813,101
Matching (logit + quad),57.49335048031719,34.30057396789351,1.6761629275980308,0.09370628354942674,101
Matching (genetic),57.49335048031677,49.00237125507979,1.173276904928489,0.24339085748107106,101
SVA,24.410323082452088,9.551801456662819,2.555572704604823,0.010897268125210136,101
RFA,6.692631201620099,3.984091572271283,1.6798386985379228,0.09361586821782984,101
OLS,714.2131760954021,136.48346352793052,5.232964914824591,2.4627222621878043e-7,102
OLS + control,74.52624664100298,19.429516006730843,3.8357232684121074,1.41305475636831e-4,102
OLS + interaction,38.79617276329954,26.871448270423436,1.443769326195986,0.14943518271798348,102
OLS + quadradic,5.260453298868821,1.1651823071139826,4.514704065407872,7.92935299150114e-6,102
Matching (logit),62.939158223260165,24.00933148012144,2.621445677293045,0.008755771506323073,102
Matching (logit + quad),62.62824765298707,24.0163239889391,2.607736624548827,0.009114305178943799,102
Matching (genetic),62.44954544182256,34.31862661270663,1.8196982690064971,0.07185792932032321,102
SVA,20.85964877239692,6.348422184211618,3.285800497684983,0.0010886253286429971,102
RFA,5.654598924343994,1.6730160697643064,3.379883210052257,7.820974846336454e-4,102
OLS,512.0228895727938,132.7377441634847,3.857402374882667,1.2964655252800563e-4,103
OLS + control,73.50736006930637,21.750925433163452,3.3795049454415547,7.832674545295744e-4,103
OLS + interaction,57.53916326718392,29.61889740835881,1.9426504124676052,0.05262396819530135,103
OLS + quadradic,5.4347212413603385,1.1899967716406576,4.567005029658565,6.248945968673046e-6,103
Matching (logit),7.487948927504238,3.91184698208495,1.914172246970991,0.05559815063164705,103
Matching (logit + quad),7.247874659863573,3.9068087569879544,1.8551905431510018,0.0635690216500883,103
Matching (genetic),6.515741431976224,5.551621297329526,1.1736646076904533,0.24349458250037612,103
SVA,11.751983784862977,8.63593065818093,1.3608242411870421,0.17418475098495825,103
RFA,6.967582819966302,3.095830457283685,2.2506344956886735,0.02484417535112854,103
OLS,519.808297175546,124.2721788853143,4.182821141771851,3.402726609168656e-5,104
OLS + control,59.07981590458414,20.69581302559226,2.8546747997542576,0.0044881021250932325,104
OLS + interaction,51.133575723549015,28.60753347655963,1.7874164427858388,0.07448065569043887,104
OLS + quadradic,3.0523470675015223,1.1691305398430847,2.6107837948627997,0.009306881651099427,104
Matching (logit),4.475323106231416,3.9078433783356803,1.1452155762029084,0.2521198675827371,104
Matching (logit + quad),4.876179143496663,3.9112183274469574,1.2467161726253166,0.21250158667695596,104
Matching (genetic),4.759036976732697,5.5713359812865635,0.854200319764904,0.3951889990569245,104
SVA,29.421657375077974,7.98829827871217,3.6830944900346374,2.5563785658675847e-4,104
RFA,-0.8038096854040098,4.940722970041313,-0.16269070139694322,0.8708279620005652,104
OLS,679.8243878701281,140.88050129974843,4.825539244949734,1.8594340868986316e-6,105
OLS + control,70.66638234555187,18.5831697229296,3.802708762776744,1.609205818652157e-4,105
OLS + interaction,24.7787107104105,23.817257275133656,1.0403679325528656,0.29867585070600927,105
OLS + quadradic,4.946682473560664,1.2231367464145797,4.044259554838029,6.0851192947632295e-5,105
Matching (logit),79.4838796533538,41.956778548652885,1.8944228418581912,0.05816890691586689,105
Matching (logit + quad),79.65922878215551,41.954065512392255,1.8987248985113498,0.057600656095577296,105
Matching (genetic),79.6592287821563,59.800123425998216,1.3320913773820793,0.1851787892380367,105
SVA,14.081857080286138,9.186469462780938,1.5328910782688503,0.12593769604412106,105
RFA,7.787055027159895,2.792249733678435,2.7888103751026017,0.005492725231271823,105
OLS,687.7526688552144,138.1278410662095,4.979102428203092,8.819822851207204e-7,106
OLS + control,97.51244294830398,19.47941797590347,5.0059217923723045,7.732064517633192e-7,106
OLS + interaction,76.33249477331232,24.121306716529606,3.1645256896884426,0.0016487537413114339,106
OLS + quadradic,5.745035668189568,1.2768225104628859,4.499478683303307,8.494919089136807e-6,106
Matching (logit),3.8767687072437025,4.088445742137131,0.9482255487184771,0.3430146433595779,106
Matching (logit + quad),3.8681153894345206,4.096764409847421,0.9441879010998789,0.3450736368013126,106
Matching (genetic),3.4520087320768886,5.852972890421667,0.5897872408953179,0.556637539277206,106
SVA,8.384511823918908,8.140899954749228,1.0299244396226195,0.3035454197614903,106
RFA,8.185784832946126,4.251270189774782,1.9254915513567443,0.054736975159373875,106
OLS,839.4998376867364,128.67035605672282,6.5244230560507095,1.6815748783331105e-10,107
OLS + control,79.36469559212289,17.71168310892204,4.480923416710404,9.232613855371528e-6,107
OLS + interaction,-0.7453957858135889,17.40185866311601,-0.04283426272122802,0.9658508889703724,107
OLS + quadradic,3.52232216973617,1.391781267598795,2.530801535943319,0.011688286135231082,107
Matching (logit),37.73749010306892,14.329474747807675,2.633557109889358,0.008449562446158939,107
Matching (logit + quad),37.753637969486036,14.331956748321003,2.634227735435281,0.008432890539965309,107
Matching (genetic),37.75363796948587,20.405250081808973,1.850192368048592,0.06685273369800396,107
SVA,23.84376259010333,6.983395365548421,3.414350948498937,6.915229523602986e-4,107
RFA,5.40652348597791,1.679248579928306,3.219608788478914,0.0013674433518197679,107
OLS,604.8100137709721,160.4455648321326,3.7695651756018265,1.8313701754618075e-4,108
OLS + control,124.69665148861304,25.464478361098692,4.8968861533448225,1.3188600963503346e-6,108
OLS + interaction,106.97035843748525,31.139651719019994,3.4351815942805843,6.41832611818971e-4,108
OLS + quadradic,3.872310258192492,1.2122753261831565,3.194249832985089,0.0014911290989039656,108
Matching (logit),52.86130944771507,25.396072728330942,2.0814757467891836,0.037390381779714835,108
Matching (logit + quad),52.677692887182516,25.40121799038823,2.073825471956331,0.03809552262261362,108
Matching (genetic),52.60334269152633,36.34290569633342,1.44741708687408,0.15141571692843456,108
SVA,17.838475375448336,7.768017517481659,2.29639999334495,0.022067337186510997,108
RFA,4.725454011223519,2.695162448202781,1.7533095321859358,0.08016411177316558,108
OLS,363.52148668838345,133.3567078883616,2.725933269083864,0.006637894630605097,109
OLS + control,69.99527520844721,21.605812210170853,3.239650262974016,0.001276897468364507,109
OLS + interaction,61.05043245328623,26.98939718933116,2.262015413868499,0.02412842510220594,109
OLS + quadradic,6.729960112825852,1.286783634231456,5.230063496141203,2.503425344214379e-7,109
Matching (logit),31.806455685299795,13.941992533203802,2.281342183303467,0.02252820640035674,109
Matching (logit + quad),31.73008586163481,13.943285226061,2.2756535025424998,0.02286675638178407,109
Matching (genetic),31.730085861634745,19.87192978507871,1.596728964162303,0.11287151569774054,109
SVA,8.699382504467053,8.20009857968187,1.0608875515255762,0.28925523569525974,109
RFA,5.14157347859157,2.663277448211507,1.9305436923383008,0.054106902589474155,109
OLS,551.5891263369506,134.38868620789634,4.104431272463326,4.735640593381783e-5,110
OLS + control,78.09877254137119,20.031199166951318,3.8988565732112166,1.0991753649405797e-4,110
OLS + interaction,66.1759354549275,24.009129335865993,2.756282184546805,0.0060615585123907625,110
OLS + quadradic,4.526530998993033,1.2734424483928064,3.5545626774935166,4.1484291215188463e-4,110
Matching (logit),31.277116329398034,11.709073381679111,2.671186293728122,0.00755836854571471,110
Matching (logit + quad),31.515105421392324,11.702856121594214,2.6929413720844066,0.007082472198622701,110
Matching (genetic),31.5151054213918,16.657373203912183,1.8919612975946354,0.060866470613200815,110
SVA,24.64997706221189,6.515804881382634,3.7831054660097863,1.7371601859218728e-4,110
RFA,9.939527846012304,2.2077545346096557,4.502098258749437,8.387667648748681e-6,110
OLS,434.0782058991599,130.42534756451462,3.3281736564623228,9.388815940854194e-4,111
OLS + control,53.99321977153418,16.773689551834277,3.2189232789055513,0.0013708209638957198,111
OLS + interaction,36.75967320611025,18.86287599648055,1.9487841203520024,0.05188464037959526,111
OLS + quadradic,4.425699673226951,1.1891171560012364,3.7218365330037755,2.2042511576844228e-4,111
Matching (logit),10.198333014073107,4.081888912741096,2.4984347276674557,0.01247431126109526,111
Matching (logit + quad),10.109893925940751,4.08075052202181,2.4774594456050694,0.013232144536979934,111
Matching (genetic),10.059670776081559,5.836185329482512,1.7236722633298451,0.08802004527337201,111
SVA,23.862012459089723,8.384985562803246,2.84580245014903,0.004612595223743345,111
RFA,9.135090793764448,3.7314184627681635,2.4481550072482503,0.014703006574307127,111
OLS,347.96419416974385,141.8955300284752,2.452256206378843,0.0145385002939624,112
OLS + control,69.79532307704582,20.158385700417067,3.462346842366539,5.816935897260505e-4,112
OLS + interaction,62.874437189286944,22.43461409074211,2.8025637942768435,0.0052682295775678826,112
OLS + quadradic,4.510282260573216,1.105913707052645,4.078331095645342,5.283574265231363e-5,112
Matching (logit),9.090579868402049,2.5745137255633703,3.530989086652779,4.1400882931981253e-4,112
Matching (logit + quad),8.915890310020096,2.5785415538598087,3.4577260531923306,5.447550104383564e-4,112
Matching (genetic),8.915890310020291,3.5865434046915805,2.485928456451233,0.014358577799733766,112
SVA,13.327587982429968,6.729267072369369,1.9805407987377346,0.04819262107336482,112
RFA,8.371346207205455,2.5674481470135317,3.260570702058013,0.0011880132585585551,112
OLS,716.8954768644231,139.04385536879323,5.155894699287243,3.6479523439352786e-7,113
OLS + control,87.06008146155835,16.446996306395018,5.293372713150494,1.805267430065064e-7,113
OLS + interaction,51.83859389858202,19.066986161227742,2.7187618148060837,0.0067822631423080605,113
OLS + quadradic,5.276831238702111,1.1728181091583598,4.49927503463336,8.502739789167105e-6,113
Matching (logit),44.86413356543518,24.007815993403575,1.8687303159005435,0.06166034403575016,113
Matching (logit + quad),44.81095446701999,24.00778184445892,1.8665178964612474,0.06196894257868795,113
Matching (genetic),44.81095446701969,34.22382917325208,1.3093495248638651,0.19269053619506485,113
SVA,18.176675006499277,8.285209154992804,2.19387038594502,0.028706072744950746,113
RFA,6.194818945700834,2.934429395053908,2.1110812739752527,0.03526306383587206,113
OLS,588.532616459584,136.9591274776691,4.2971405213978375,2.081567285527987e-5,114
OLS + control,111.14947049892838,19.029189738880454,5.8409985934307915,9.387017239775493e-9,114
OLS + interaction,96.35600630933325,21.733618371294735,4.433500426077144,1.1424539524526258e-5,114
OLS + quadradic,2.9375362223513486,1.0439683575262704,2.813817297405423,0.0050901310095949415,114
Matching (logit),28.10760221515009,15.356583478223484,1.8303291389655962,0.06720073667892666,114
Matching (logit + quad),27.36106096843992,15.370724175756116,1.7800762446570917,0.07506348368228473,114
Matching (genetic),27.361060968439833,21.902718329212462,1.2492084570136384,0.2137504828019692,114
SVA,9.46842503393955,6.800755222252282,1.3922608187629764,0.16446480486465326,114
RFA,3.489326108458107,2.1912307047188313,1.5924047161915986,0.11192829893436038,114
OLS,616.5231677428711,121.00870148624045,5.0948664035782105,4.962096144480569e-7,115
OLS + control,81.89269525253887,18.04850333549562,4.53736765482832,7.1506756498409835e-6,115
OLS + interaction,65.33786562191396,24.39321150500169,2.6785265896012422,0.0076401416624914415,115
OLS + quadradic,4.234823277141635,1.0767740151147618,3.932880268001537,9.588931654959002e-5,115
Matching (logit),7.390664830188299,6.664289204998176,1.108995213569865,0.2674322468302555,115
Matching (logit + quad),7.163515256917338,6.664620458578274,1.0748571957607755,0.2824386684897562,115
Matching (genetic),7.163515256916245,9.48899203372349,0.7549289989344922,0.45157803623407766,115
SVA,-4.232529187614179,7.581071251299717,-0.5583022566749447,0.576888919531626,115
RFA,4.476637427032241,3.6296329164158383,1.2333581742620947,0.21802398411510293,115
OLS,543.0721348261729,126.74271487045142,4.284839056676889,2.1957858722405612e-5,116
OLS + control,64.70582186176263,17.018748841307268,3.802031657269134,1.6134856903927847e-4,116
OLS + interaction,44.77239575059364,20.569176161314637,2.176674233302502,0.029975832832586324,116
OLS + quadradic,5.160777281722637,1.1265169064363512,4.58118049736897,5.855995292807283e-6,116
Matching (logit),21.987050666685732,11.720310960711391,1.8759784395132788,0.06065824052874389,116
Matching (logit + quad),22.27993192894167,11.71395741527456,1.9019987130813263,0.05717132284027373,116
Matching (genetic),21.21755428340559,16.73432662114352,1.2679060689898087,0.2075581236401474,116
SVA,23.285131194964446,7.62511674711354,3.0537409415769203,0.002381024100621503,116
RFA,5.026292616796274,1.6833786929426453,2.9858359487787136,0.0029672435513219287,116
OLS,603.261246325913,125.9728090779953,4.788821101483952,2.2160034537127322e-6,117
OLS + control,69.34724785155625,22.667467314072116,3.0593293415054363,0.0023381067610089928,117
OLS + interaction,55.347268945016694,35.226527738099456,1.5711815072013338,0.11677815901628232,117
OLS + quadradic,4.7037522972944465,1.1907185791361887,3.9503476133771267,8.93517440847836e-5,117
Matching (logit),17.766895448623995,9.807127715987184,1.8116308834911081,0.07004324966014694,117
Matching (logit + quad),17.883213850473076,9.807270651368892,1.8234649053941374,0.06823300771224952,117
Matching (genetic),17.666361499829037,14.010831133246729,1.260907460222541,0.21030562611733897,117
SVA,24.93556366998454,6.592177593487355,3.7825988933640478,1.7406009048869168e-4,117
RFA,2.201506308119197,2.551068594945257,0.8629741718749977,0.38856706659529305,117
OLS,455.8328029498483,130.95733092766415,3.480773468127821,5.439102336123091e-4,118
OLS + control,65.54135229079698,19.49510315903188,3.361939239620404,8.336333197800321e-4,118
OLS + interaction,60.90601050810792,25.21167700034178,2.415785768922958,0.016061635141217084,118
OLS + quadradic,5.304141575881868,1.1477461382548964,4.621354321389058,4.867036621887242e-6,118
Matching (logit),6.319364242800972,2.698760722079144,2.3415800412022043,0.019202308050331063,118
Matching (logit + quad),6.434612020013487,2.706992426461829,2.3770336248867303,0.01745249711466081,118
Matching (genetic),6.434612020013433,3.820088359501726,1.6844144465948252,0.09488644898010876,118
SVA,18.350190026231164,7.05833355085212,2.59979071462496,0.009604987190725733,118
RFA,6.062123902506413,2.9384686229420445,2.0630214851288464,0.039628401073481576,118
OLS,483.19761928737654,135.91582720359895,3.5551240001177864,4.138308071613626e-4,119
OLS + control,78.05817563380621,18.80309571948235,4.151347033399836,3.889353637323034e-5,119
OLS + interaction,58.10823188241923,21.20719974507015,2.7400237929068,0.006364903786972733,119
OLS + quadradic,5.176064129217843,1.0632003670102046,4.868380683288612,1.5148570966201318e-6,119
Matching (logit),27.99910385848122,16.20515646738903,1.7277897880730815,0.08402591888785856,119
Matching (logit + quad),28.184400572669922,16.20212088472599,1.7395500733018125,0.08193805248021505,119
Matching (genetic),28.18440057266972,23.117890639203964,1.219159698111636,0.22515492466865536,119
SVA,12.735909255653874,7.172731972856374,1.7756008873397362,0.07640933975082896,119
RFA,5.704418285432634,3.452349667108079,1.6523292352976053,0.09909775414455836,119
OLS,674.3957387772549,146.1474102433606,4.61448983361573,5.0190466999138425e-6,120
OLS + control,114.25485174736633,24.52218374880626,4.659244581059314,4.080759813610168e-6,120
OLS + interaction,99.89336437724135,33.67377285401713,2.96650348062571,0.0031573901791210404,120
OLS + quadradic,5.965428826341885,1.2116271662265223,4.923485534680233,1.159533032791523e-6,120
Matching (logit),23.52327494152874,10.971680518385423,2.1439992626572026,0.03203294586490885,120
Matching (logit + quad),23.40854255147167,10.974832149947892,2.1329294363361004,0.0329305151722164,120
Matching (genetic),23.17463982568235,15.696005985483763,1.4764673157690624,0.14327069247965593,120
SVA,20.582554957001317,8.236530092450206,2.49893519795038,0.012777719419147125,120
